2017-04-01,107
2017-04-02,124
2017-04-03,111
2017-04-04,103
2017-04-05,114
2017-04-06,124
2017-04-07,206
2017-04-08,159
2017-04-09,72
2017-04-10,78
2017-04-11,114
2017-04-12,162
2017-04-13,81
2017-04-14,86
2017-04-15,117
2017-04-16,111
2017-04-17,127
2017-04-01,107
2017-04-02,124
2017-04-03,111
2017-04-04,103
2017-04-05,114
2017-04-06,124
2017-04-07,206
2017-04-08,159
2017-04-09,72
2017-04-10,78
2017-04-11,114
2017-04-12,162
2017-04-13,81
2017-04-14,86
2017-04-15,117
2017-04-16,111
2017-04-17,127
2017-04-01,107
2017-04-02,124
2017-04-03,111
2017-04-04,103
2017-04-05,114
2017-04-06,124
2017-04-07,206
2017-04-08,159
2017-04-09,72
2017-04-10,78
2017-04-11,114
2017-04-12,162
2017-04-13,81
2017-04-14,86
2017-04-15,117
2017-04-16,111
2017-04-17,127
2017-04-01,107
2017-04-02,124
2017-04-03,111
2017-04-04,103
2017-04-05,114
2017-04-06,124
2017-04-07,206
2017-04-08,159
2017-04-09,72
2017-04-10,78
2017-04-11,114
2017-04-12,162
2017-04-13,81
2017-04-14,86
2017-04-15,117
2017-04-16,111
2017-04-17,127
