2017-04-01,34
2017-04-02,51
2017-04-03,53
2017-04-04,53
2017-04-05,49
2017-04-06,49
2017-04-07,42
2017-04-08,37
2017-04-09,28
2017-04-10,28
2017-04-11,35
2017-04-12,28
2017-04-13,39
2017-04-14,52
2017-04-15,41
2017-04-16,38
2017-04-17,39
2017-04-01,34
2017-04-02,51
2017-04-03,53
2017-04-04,53
2017-04-05,49
2017-04-06,49
2017-04-07,42
2017-04-08,37
2017-04-09,28
2017-04-10,28
2017-04-11,35
2017-04-12,28
2017-04-13,39
2017-04-14,52
2017-04-15,41
2017-04-16,38
2017-04-17,39
2017-04-01,34
2017-04-02,51
2017-04-03,53
2017-04-04,53
2017-04-05,49
2017-04-06,49
2017-04-07,42
2017-04-08,37
2017-04-09,28
2017-04-10,28
2017-04-11,35
2017-04-12,28
2017-04-13,39
2017-04-14,52
2017-04-15,41
2017-04-16,38
2017-04-17,39
2017-04-01,34
2017-04-02,51
2017-04-03,53
2017-04-04,53
2017-04-05,49
2017-04-06,49
2017-04-07,42
2017-04-08,37
2017-04-09,28
2017-04-10,28
2017-04-11,35
2017-04-12,28
2017-04-13,39
2017-04-14,52
2017-04-15,41
2017-04-16,38
2017-04-17,39
